,Transaction_ID,Transaction_Date,Store_ID,Number_of_EMI,Purchased_in_Sale,Var1,Var2,Var3,Client_ID,Gender,DOB,Referred_Friend,Sales_Executive_ID,Sales_Executive_Category,Lead_Source_Category,Payment_Mode,Product_Category,Transaction_Amount
43,351,2,52,2,0,1,1,0,345821980,1,647,0,2066,1,0,2,1,18600
44,20,2,60,2,0,1,0,0,345820355,1,9203,0,455,1,0,2,1,19800
45,263,2,4,2,0,1,1,0,345821530,0,315,0,2035,1,0,1,1,22200
46,104,2,11,2,0,1,1,0,345820742,1,4154,0,46,1,0,2,1,23400
47,440,2,15,2,0,1,0,0,345822480,1,8152,1,2065,1,0,2,1,20400
48,417,2,104,2,0,1,0,0,345822359,1,3230,0,2099,1,0,2,1,18000
49,219,2,36,2,0,1,0,0,345821283,1,5701,0,2014,1,0,1,1,19800
50,118,2,1,2,0,1,0,0,345820861,0,1049,1,2015,1,0,3,1,22800
51,456,2,11,2,0,1,0,0,345822559,0,9241,0,10,2,1,1,1,22200
52,289,2,11,2,0,1,1,0,345821645,0,10074,0,78,1,0,2,1,24000
53,413,2,13,2,0,1,0,0,345822341,0,6314,0,2049,1,0,2,1,19200
54,189,2,24,2,0,1,1,0,345821184,1,6253,0,199,1,0,2,1,23400
55,405,2,21,2,0,1,0,0,345822281,1,2168,0,19,1,0,2,1,21600
56,412,2,52,2,0,1,0,0,345822319,0,1713,0,2066,1,0,2,1,18600
57,326,2,4,2,0,1,0,0,345821832,1,2488,0,2035,1,0,2,1,21000
58,84,2,11,2,0,1,1,0,345820650,1,9640,0,25,1,0,2,1,22800
59,166,2,11,2,0,1,0,0,345821081,1,11327,0,150,1,0,2,1,20400
60,217,2,24,2,0,1,0,0,345821278,0,9640,0,197,1,0,2,1,18000
61,15,2,28,2,0,1,0,0,345820324,1,4508,1,2119,1,0,2,1,18600
62,252,2,36,2,0,1,0,0,345821468,1,11359,0,2014,1,0,1,1,21000
63,37,2,11,2,0,1,0,0,345820418,0,9638,0,10,2,1,0,1,19800
64,366,2,11,2,0,1,0,0,345822075,0,919,0,2029,1,0,2,1,22800
65,216,2,24,2,0,1,0,0,345821277,1,6818,0,23,1,0,2,1,22800
66,234,2,38,2,0,1,0,0,345821364,0,2098,0,2022,1,0,2,1,22800
67,367,2,38,2,0,1,0,0,345822084,0,1844,0,2058,1,0,2,1,22800
68,14,2,85,2,0,3,0,0,345820322,1,4426,0,10,2,1,4,1,21000
69,63,2,49,2,0,1,1,0,345820542,1,643,0,2031,1,0,2,1,19800
70,105,2,68,2,0,1,0,0,345820744,1,10072,0,261,1,0,2,1,21000
71,91,2,4,2,0,1,0,0,345820694,1,1779,0,2035,1,0,2,1,21000
72,433,2,4,2,0,1,0,0,345822444,1,7442,0,2035,1,0,2,1,19800
73,314,2,7,2,0,1,0,0,345821766,1,5423,0,2020,1,0,0,1,19200
74,262,2,9,2,0,1,0,0,345821523,1,8280,0,91,1,0,2,1,24000
75,246,2,11,2,0,1,1,0,345821445,1,9638,0,62,1,0,2,1,18000
76,163,2,11,2,0,1,0,0,345821058,0,9785,0,78,1,0,2,1,21600
77,152,2,15,2,0,1,0,0,345821003,1,10853,0,2065,1,0,0,1,18600
78,311,2,24,2,0,1,1,0,345821757,1,1674,0,10,2,1,2,1,20400
79,301,2,46,3,0,1,0,0,345821720,1,11485,0,3335,0,3,2,1,19800
80,134,2,41,2,0,1,0,0,345820943,1,9482,1,2030,1,0,1,1,22800
81,360,2,18,2,0,1,0,0,345822052,1,2061,0,2018,1,0,0,1,22200
82,287,2,1,2,0,1,0,0,345821635,0,947,0,2015,1,0,1,1,20400
83,156,2,11,2,0,1,1,0,345821025,1,9197,0,71,1,0,2,1,19800
84,348,2,24,2,0,1,1,0,345821966,1,9197,0,63,1,0,2,1,22800
85,376,2,25,2,0,1,0,0,345822143,1,8702,0,107,1,0,2,1,19200
86,382,2,70,2,0,1,0,0,345822196,1,10148,0,715,0,3,2,1,19800
87,305,2,9,2,0,1,1,0,345821738,1,2418,0,15,1,0,2,1,20400
88,457,2,9,2,0,1,1,0,345822560,1,9312,0,639,1,0,2,1,20400
89,454,2,11,2,0,1,0,0,345822549,1,9636,0,78,1,0,2,1,18600
90,380,2,11,2,0,1,0,0,345822192,1,5098,0,2029,1,0,2,1,23400
91,149,2,24,2,0,1,1,0,345820992,1,9636,0,23,1,0,2,1,22200
92,408,2,1,2,0,1,0,0,345822297,1,11026,0,2015,1,0,0,1,18000
93,414,2,4,2,0,1,0,0,345822343,1,1443,0,2035,1,0,1,1,22200
94,29,2,6,2,0,1,0,0,345820384,1,9920,1,34,1,0,1,1,20400
95,410,2,6,2,0,1,1,0,345822307,1,2902,0,36,1,0,2,1,23400
96,344,2,11,2,0,1,1,0,345821947,1,9311,0,90,1,0,2,1,18000
97,101,2,41,2,0,1,0,0,345820734,0,2619,0,2030,1,0,2,1,24000
98,349,2,61,2,0,1,1,0,345821973,1,1223,0,2024,1,0,2,1,20400
99,416,2,90,2,0,1,0,0,345822357,1,7384,1,2141,1,0,3,1,18000
100,319,2,11,2,0,1,0,0,345821808,1,1602,0,44,1,0,2,1,18000
101,201,2,34,2,0,1,0,0,345821224,0,8817,0,10,2,1,1,1,21000
102,210,2,25,2,0,1,0,0,345821256,0,8276,0,107,1,0,2,1,20400
103,265,2,4,2,0,1,1,0,345821539,1,3936,1,2035,1,0,2,1,18600
104,136,2,9,2,0,1,1,0,345820947,0,9633,0,91,1,0,2,1,21600
105,98,2,9,2,0,1,0,0,345820727,1,9193,0,259,1,0,2,1,18000
106,279,2,24,2,0,1,0,0,345821609,0,10066,0,539,1,0,2,1,19800
107,148,2,56,2,0,1,0,0,345820988,1,9271,0,3330,1,0,2,1,20400
108,214,2,18,2,0,1,0,0,345821272,1,637,1,2018,1,0,2,1,22200
109,162,2,9,2,0,1,0,0,345821056,0,3679,0,15,1,0,2,1,23400
110,168,2,11,2,0,1,1,0,345821093,1,10065,0,71,1,0,2,1,22800
111,198,2,11,2,0,1,1,0,345821217,0,4972,0,647,1,0,2,1,22800
112,377,2,11,2,0,1,1,0,345822157,0,10065,0,647,1,0,2,1,18600
113,154,2,24,2,0,1,1,0,345821012,0,9632,0,348,1,0,2,1,19800
114,126,2,70,2,0,1,1,0,345820907,1,10559,0,2261,0,3,2,1,22200
115,161,2,49,2,0,1,0,0,345821051,1,6002,0,2031,1,0,2,1,23400
116,292,2,90,2,0,1,0,0,345821658,1,9883,1,2141,1,0,1,1,23400
117,97,2,66,2,0,1,1,0,345820718,0,10065,0,402,1,0,2,1,21600
118,286,2,6,2,0,1,0,0,345821633,1,9916,0,10,2,1,2,1,24000
119,103,2,9,2,0,1,1,0,345820741,1,10064,0,84,1,0,2,1,24000
120,144,2,11,2,0,1,1,0,345820977,1,976,0,112,1,0,2,1,19800
121,381,2,11,2,0,1,1,0,345822194,1,10318,0,112,1,0,2,1,23400
122,394,2,11,2,0,1,0,0,345822252,0,602,0,215,1,0,2,1,19800
123,111,2,24,2,0,1,0,0,345820798,1,10064,0,247,1,0,2,1,22800
124,67,2,24,2,0,1,0,0,345820572,1,5093,0,2033,1,0,2,1,18600
125,72,2,42,2,0,1,0,0,345820594,0,1703,0,2051,1,0,1,1,19200
126,459,2,5,2,0,1,0,0,345822571,1,5781,0,2345,1,0,2,1,21000
127,278,2,9,2,0,1,1,0,345821607,0,9630,0,565,1,0,2,1,18000
128,277,2,11,2,0,1,1,0,345821604,0,9546,0,90,1,0,2,1,21600
129,455,2,13,2,0,1,0,0,345822556,1,4072,0,2049,1,0,1,1,22800
130,361,2,37,2,0,1,1,0,345822055,1,3056,0,2737,1,0,0,1,21600
131,372,2,25,2,0,1,0,0,345822101,1,9190,0,107,1,0,2,1,24000
132,206,2,41,2,0,3,0,0,345821245,1,8576,0,2030,1,0,1,1,18600
133,71,2,17,2,0,1,0,0,345820593,1,10416,0,2181,1,0,0,1,23400
134,274,2,52,2,0,1,0,0,345821594,1,1958,0,2043,1,0,2,1,21000
135,109,2,4,2,0,1,0,0,345820782,0,6177,0,2035,1,0,2,1,24000
136,114,2,7,2,0,1,0,0,345820826,1,2155,1,2020,1,0,1,1,24000
137,403,2,9,2,0,1,0,0,345822276,0,10061,0,9,1,0,2,1,24000
138,386,2,9,2,0,1,1,0,345822203,0,10061,0,746,1,0,2,1,24000
139,285,2,11,2,0,1,1,0,345821630,1,9140,0,21,1,0,2,1,23400
140,375,2,13,2,0,1,1,0,345822134,0,4035,0,2049,1,0,2,1,19200
141,248,2,28,2,0,1,0,0,345821455,0,9704,0,2073,1,0,2,1,22200
142,449,2,60,2,0,1,0,0,345822527,0,9188,0,467,1,0,2,1,21000
143,202,2,1,2,0,1,0,0,345821226,0,9187,1,2015,1,0,2,1,22800
144,239,2,56,2,0,1,0,0,345821407,1,3215,1,3330,1,0,3,1,18600
145,1,2,41,2,0,1,1,0,345820271,0,5148,0,2030,1,0,1,1,20400
146,221,2,9,2,0,1,1,0,345821296,1,8268,0,15,1,0,2,1,18000
147,199,2,9,2,0,1,1,0,345821220,1,9626,0,432,1,0,2,1,21600
148,335,2,9,2,0,1,0,0,345821886,1,8268,0,494,1,0,2,1,23400
149,225,2,11,2,0,1,0,0,345821317,1,9737,0,90,1,0,2,1,22200
150,208,2,56,2,0,1,1,0,345821251,1,2085,0,3330,1,0,2,1,19200
151,245,2,61,2,0,1,0,0,345821444,1,10874,0,2024,1,0,2,1,22200
152,370,2,61,2,0,1,0,0,345821444,1,11277,0,2024,1,0,2,1,22200
153,310,2,61,2,0,1,0,0,345821751,1,11277,0,2024,1,0,2,1,19800
154,250,2,49,2,0,1,1,0,345821463,1,9264,0,2031,1,0,0,1,19800
155,180,2,114,2,0,1,0,0,345821139,1,11277,1,446,1,2,1,1,21000
156,112,2,2,2,0,1,0,0,345820807,0,392,0,2105,1,0,2,1,22800
157,40,2,11,2,0,1,1,0,345820427,1,9185,0,46,1,0,2,1,19800
158,419,2,41,2,0,1,0,0,345822368,1,3797,0,2030,1,0,1,1,22200
159,422,2,9,2,0,1,1,0,345822385,1,10551,0,277,1,0,2,1,24000
160,418,2,11,2,0,1,0,0,345822362,1,1213,0,150,1,0,2,1,23400
161,90,2,73,2,0,1,0,0,345745188,1,3734,0,2048,0,3,2,1,24000
162,79,2,25,2,0,1,0,0,345820632,1,4875,0,107,1,0,2,1,19800
163,241,2,31,2,0,1,0,0,345821427,0,10057,0,57,1,0,2,1,22200
164,341,2,41,2,0,1,0,0,345821911,1,7898,0,2030,1,0,2,1,22800
165,294,2,93,2,0,1,0,0,345821694,1,9806,0,227,1,0,2,1,22800
166,434,2,11,2,0,1,0,0,345822446,1,9623,0,10,2,1,1,1,18600
167,290,2,11,2,0,1,0,0,345821654,1,9183,0,50,1,0,2,1,20400
168,409,2,24,2,0,1,1,0,345822305,0,8264,0,243,1,0,2,1,20400
169,306,2,21,2,0,1,1,0,345821740,1,10170,0,185,1,0,2,1,18600
170,342,2,41,2,0,1,0,0,345821917,1,8333,0,2030,1,0,0,1,20400
171,44,2,9,2,0,1,0,0,345820448,1,10054,0,15,1,0,2,1,19800
172,271,2,11,2,0,1,1,0,345821564,1,2760,0,112,1,0,2,1,23400
173,170,2,11,2,0,1,1,0,345821105,1,9181,0,647,1,0,2,1,19200
174,151,2,8,2,0,1,0,0,345820999,1,2503,0,2130,1,0,2,1,22800
175,332,2,11,2,0,1,0,0,345821870,0,2370,0,39,1,0,2,1,19800
176,61,2,35,2,0,1,0,0,345820539,0,4496,0,2161,1,0,2,1,20400
177,237,2,9,2,0,1,1,0,345821388,1,9179,0,52,1,0,2,1,18000
178,283,2,34,2,0,1,0,0,345821625,1,33,0,65,1,0,2,1,19200
179,211,2,24,2,0,1,0,0,345821258,1,10052,0,491,1,0,2,1,19800
180,99,2,21,2,0,1,1,0,345820730,0,8260,0,392,1,0,2,1,18000
181,373,2,11,2,0,1,1,0,345822119,1,9835,0,207,1,0,2,1,18600
182,102,2,103,2,0,1,0,0,345654857,1,1977,0,1495,0,3,2,1,19200
183,155,2,11,2,0,1,1,0,345821024,1,211,0,21,1,0,2,1,20400
184,445,2,9,2,0,1,0,0,345822514,1,9205,0,355,1,0,2,0,22804
185,358,2,25,2,0,1,0,0,345822030,1,10153,0,107,1,0,2,1,24180
186,374,2,11,2,0,1,0,0,345822129,1,9172,0,10,2,1,0,0,24738
187,36,2,9,2,0,1,0,0,345820408,0,9198,0,5,1,0,2,1,24115
188,220,2,10,2,0,1,0,0,345821291,1,4373,0,1787,0,3,2,1,21700
189,157,2,7,2,0,1,0,0,345821028,0,10998,1,2020,1,0,0,1,26600
190,254,2,9,2,0,1,1,0,345821475,1,501,0,91,1,0,2,1,21700
191,188,2,9,2,0,1,0,0,345821182,1,8280,0,259,1,0,2,1,26600
192,357,2,9,2,0,1,1,0,345822018,1,9636,0,5,1,0,2,1,28000
193,193,2,73,2,0,1,0,0,345821198,0,9636,0,2516,0,3,2,1,28000
194,438,2,14,2,0,1,0,0,345822473,1,10529,1,2016,1,0,2,1,21000
195,371,2,28,2,0,1,0,0,345822099,1,2645,0,2073,1,0,2,1,24500
196,425,2,60,2,0,1,1,0,345822396,1,9630,0,486,1,0,2,1,26600
197,276,2,21,2,0,1,1,0,345821602,1,9628,0,185,1,0,2,1,23800
198,230,2,41,2,0,1,0,0,345821336,1,5594,0,2030,1,0,2,1,26600
199,293,2,11,2,0,1,0,0,345821688,1,9203,0,647,1,0,2,1,30000
200,406,2,13,2,0,1,0,0,345822284,1,768,0,2049,1,0,2,1,24000
201,264,2,28,2,0,1,0,0,345821532,1,889,0,2119,1,0,2,1,24000
202,167,2,9,2,0,1,1,0,345821091,1,10061,0,540,1,0,2,1,30400
203,441,2,41,2,0,1,1,0,345822484,1,2923,0,2030,1,0,1,0,26418
204,226,2,21,2,0,1,1,0,345821319,0,9628,0,19,1,0,2,1,32486
205,177,2,11,2,0,1,1,0,345821131,0,9294,0,90,1,0,2,1,31780
206,55,2,11,2,0,1,0,0,345820502,1,5328,0,359,1,0,2,2,34247
207,312,2,11,2,0,1,0,0,345821760,1,9183,0,27,1,0,2,1,32687
208,235,2,144,2,0,1,0,0,345821370,0,10115,1,1111,1,2,1,1,33000
209,309,2,64,2,0,1,1,0,345821745,1,8188,0,2123,1,0,0,1,35000
210,190,2,35,2,0,1,0,0,345821188,0,3331,1,2161,1,0,1,1,33000
211,78,2,33,2,0,1,1,0,345820620,0,11462,0,124,1,0,2,1,36000
212,212,2,36,2,0,1,1,0,345821260,0,9683,0,2014,1,0,2,1,39000
213,333,2,4,2,0,1,0,0,345821875,1,10538,0,2035,1,0,2,1,31000
214,65,2,9,2,0,1,0,0,345820563,1,9205,0,558,1,0,2,1,33000
215,288,2,46,2,0,1,0,0,345821641,1,4830,0,579,0,3,2,1,36000
216,451,2,41,2,0,1,0,0,345822541,0,3232,1,2030,1,0,2,1,33000
217,356,2,9,2,0,1,0,0,345822015,1,10500,0,2319,0,3,2,1,33000
218,396,2,11,2,0,1,1,0,345822255,1,8285,0,2029,1,0,2,1,32000
219,224,2,24,2,0,1,0,0,345821305,1,9643,0,206,1,0,2,1,39000
220,81,2,11,2,0,1,1,0,345820636,0,9753,0,90,1,0,2,1,34000
221,407,2,56,2,0,1,0,0,345822290,1,2423,1,3330,1,0,1,1,34000
222,281,2,35,2,0,1,1,0,345821618,0,9279,0,2161,1,0,2,1,31000
223,383,2,21,2,0,1,0,0,345822198,1,4759,0,2790,0,3,2,1,39000
224,69,2,1,2,0,1,0,0,345820581,1,6574,0,2015,1,0,0,1,38000
225,284,2,9,2,0,1,1,0,345821628,0,9200,0,52,1,0,2,1,38000
226,313,2,11,2,0,1,1,0,345821762,0,10460,0,10,2,1,1,1,40000
227,388,2,35,2,0,1,0,0,345822206,1,852,0,2161,1,0,1,1,36000
228,82,2,41,2,0,1,0,0,345820640,1,1712,0,2030,1,0,2,1,40000
229,204,2,41,2,0,1,0,0,345821230,1,5370,0,2030,1,0,1,1,32000
230,66,2,9,2,0,1,1,0,345820568,1,10072,0,558,1,0,2,1,36000
231,431,2,9,2,0,1,1,0,345822440,0,10072,0,565,1,0,2,1,40000
232,89,2,11,2,0,1,0,0,345820682,0,5011,0,170,1,0,2,1,35000
233,64,2,24,2,0,1,0,0,345820561,1,9199,0,348,1,0,2,1,36000
234,355,2,21,2,0,1,1,0,345822007,1,10072,0,185,1,0,2,1,38000
235,391,2,52,2,0,1,0,0,345822232,1,10631,1,2066,1,0,1,1,38000
236,223,2,49,2,0,1,0,0,345821304,1,10187,0,2031,1,0,1,1,33000
237,365,2,67,2,0,1,0,0,345822064,0,3291,0,2042,1,0,2,1,31000
238,13,2,7,2,0,1,0,0,345820319,1,197,0,2020,1,0,2,1,38000
239,387,2,11,2,0,1,1,0,345822204,1,10359,0,267,1,0,2,1,36000
240,385,2,24,2,0,1,0,0,345822201,1,9197,0,247,1,0,2,1,32000
241,402,2,6,2,0,1,0,0,345822271,0,1994,0,76,1,0,2,1,38000
242,93,2,9,2,0,1,0,0,345820697,1,10069,0,509,1,0,2,1,37000
243,369,2,15,2,0,1,0,0,345822095,0,6727,1,2065,1,0,3,1,34000
244,334,2,1,2,0,1,0,0,345821878,1,6005,0,2015,1,0,2,1,32000
245,218,2,34,2,0,1,0,0,345816280,1,5849,1,10,2,1,0,1,36000
246,59,2,24,2,0,1,0,0,345820530,1,8869,0,1000,0,3,2,1,39000
247,107,2,29,2,0,1,0,0,345820776,1,7268,0,366,0,3,1,1,36000
248,363,2,56,2,0,1,0,0,345822060,0,10786,1,3330,1,0,0,1,35000
249,135,2,28,2,0,1,0,0,345820946,1,7526,0,2348,0,3,2,1,33000
250,213,2,64,2,0,1,0,0,345821269,0,9711,1,2123,1,0,0,1,36000
251,39,2,4,2,0,1,0,0,345820422,1,9234,0,2035,1,0,2,1,34000
252,448,2,15,2,0,1,0,0,345822526,1,3222,0,2065,1,0,1,1,37000
253,160,2,41,2,0,1,0,0,345821044,1,282,0,2030,1,0,0,1,39000
254,77,2,24,2,0,1,0,0,345820618,1,9193,0,348,1,0,2,1,40000
255,96,2,24,2,0,1,0,0,345820715,0,9231,0,2033,1,0,2,1,40000
256,447,2,28,2,0,1,0,0,345822521,1,911,0,2073,1,0,2,1,36000
257,197,2,64,2,0,1,1,0,345821211,1,7264,0,2123,1,0,0,1,30000
258,203,2,64,2,0,1,0,0,345821229,1,10142,0,2123,1,0,2,1,39000
259,100,2,11,2,0,1,1,0,345820733,0,2768,0,109,1,0,2,1,40000
260,75,2,25,2,0,1,0,0,345820604,1,8272,0,107,1,0,2,1,40000
261,346,2,49,2,0,1,0,0,345821958,1,9230,0,2031,1,0,1,1,35000
262,329,2,9,2,0,1,1,0,345821859,0,10062,0,91,1,0,2,1,37000
263,222,2,11,2,0,1,0,0,345821303,0,9629,0,128,1,0,2,1,33000
264,86,2,24,2,0,1,0,0,345820669,0,10062,0,202,1,0,2,1,30000
265,95,2,9,2,0,1,1,0,345820711,0,10061,0,686,1,0,2,1,40000
266,46,2,11,2,0,1,1,0,345820452,1,10061,0,39,1,0,2,1,30000
267,437,2,36,2,0,1,0,0,345822472,1,11316,0,457,1,0,2,1,37000
268,255,2,11,2,0,1,1,0,345821476,0,2765,0,10,2,1,1,1,36000
269,158,2,34,2,0,1,0,0,345821029,1,9703,0,2052,1,0,0,1,34000
270,143,2,28,2,0,1,0,0,345820974,1,2475,0,2073,1,0,2,1,31000
271,359,2,20,2,0,1,0,0,345822033,1,9187,1,443,1,0,2,1,33000
272,127,2,11,2,0,1,0,0,345820912,0,10013,0,46,1,0,2,1,40000
273,85,2,67,2,0,1,0,0,345820651,1,4356,1,2042,1,0,1,1,40000
274,345,2,17,2,0,1,0,0,345821952,1,9736,0,2181,1,0,2,1,38000
275,282,2,28,2,0,1,0,0,345821622,1,10312,0,2073,1,0,1,1,30000
276,390,2,11,2,0,1,0,0,345822214,1,10056,0,10,2,1,0,1,31000
277,165,2,24,2,0,1,0,0,345821069,1,9623,0,491,1,0,2,1,39000
278,60,2,64,2,0,1,0,0,345820532,1,3996,0,2123,1,0,2,1,40000
279,174,2,41,2,0,1,0,0,345821126,1,10409,0,2030,1,0,1,1,35000
280,429,2,20,2,0,1,1,0,345822428,1,8264,0,458,1,0,2,1,37000
281,415,2,4,2,0,1,0,0,345822345,1,3597,0,2035,1,0,1,1,38000
282,200,2,9,2,0,1,0,0,345821222,0,10054,0,9,1,0,2,1,35000
283,291,2,9,2,0,1,1,0,345821656,1,10054,0,241,1,0,2,1,34000
284,124,2,11,2,0,1,0,0,345820900,0,10054,0,647,1,0,2,1,39000
285,92,2,28,2,0,1,0,0,345817811,1,9732,0,2073,1,0,1,1,34000
286,205,2,14,2,0,1,0,0,345821239,1,10053,0,2851,1,0,2,1,30000
287,397,2,41,2,0,1,1,0,345822256,1,7800,0,2030,1,0,2,1,37000
288,28,2,42,2,0,1,0,0,345820383,1,4961,0,2051,1,0,0,1,33000
289,58,2,61,2,0,1,0,0,345820526,1,3526,0,268,1,0,2,1,34000
290,42,2,11,2,0,1,0,0,345820442,0,8260,0,647,1,0,2,1,38000
291,324,2,11,2,0,1,1,0,345821825,1,9293,0,78,1,0,2,1,32000
292,115,2,11,2,0,1,0,0,345820828,1,457,0,128,1,0,2,0,37081
293,142,2,9,2,0,1,1,0,345820971,0,5587,0,639,1,0,2,0,37159
294,233,2,41,2,0,1,0,0,345821356,0,9700,0,2030,1,0,1,0,41968
295,49,2,24,2,0,1,0,0,345820462,1,562,0,10,2,1,1,1,37118
296,131,2,15,2,0,1,0,0,345820926,1,10493,1,2065,1,0,1,1,39596
297,120,2,11,2,0,1,0,0,345820876,1,9732,0,39,1,0,2,1,38500
298,113,2,67,3,0,1,0,0,345820824,1,11339,0,1231,0,3,0,1,42900
299,51,2,13,2,0,1,1,0,345820471,0,6966,0,2049,1,0,2,1,40700
300,302,2,93,2,0,1,0,0,345821725,1,3138,0,227,1,0,2,1,39600
301,52,2,60,2,0,1,1,0,345820475,1,4866,0,455,1,0,2,1,44000
302,249,2,49,2,0,1,0,0,345821461,1,5168,0,2031,1,0,3,1,39600
303,354,2,50,2,0,1,0,0,345820678,1,7105,1,2076,1,0,0,1,33000
304,267,2,68,2,0,1,0,0,345821551,1,1516,0,3160,0,3,2,1,40700
305,147,2,100,2,0,1,0,0,345820985,1,1879,1,2040,1,0,2,1,33000
306,54,2,18,2,0,1,0,0,345820499,1,4373,1,2018,1,0,3,1,33000
307,187,2,36,2,0,1,0,0,345821176,1,9757,0,457,1,0,2,1,36300
308,303,2,13,2,0,1,0,0,345821728,0,7103,1,2435,0,3,3,1,37400
309,182,2,58,2,0,1,0,0,345821143,1,3232,1,2023,1,0,2,1,40700
310,428,2,11,2,0,1,1,0,345822426,0,4459,0,90,1,0,2,1,39600
311,186,2,30,2,0,1,1,0,345821174,1,9644,0,53,1,0,2,1,38500
312,421,2,35,2,0,1,0,0,345822377,1,2560,0,73,1,0,2,1,41800
313,379,2,4,2,0,1,0,0,345822184,0,11330,0,2035,1,0,2,1,37400
314,247,2,8,3,0,1,0,0,345821446,0,172,0,2426,0,3,2,1,39600
315,183,2,9,2,0,1,1,0,345821154,0,9203,0,494,1,0,2,1,34100
316,424,2,9,2,0,1,1,0,345822393,0,2425,0,558,1,0,2,1,42900
317,129,2,11,2,0,1,0,0,345820918,0,9203,0,2504,1,0,2,1,36300
318,2,2,41,2,0,1,0,0,345820272,0,2690,1,2030,1,0,1,1,33000
319,450,2,31,2,0,1,1,0,345822532,1,7392,0,57,1,0,2,1,44000
320,452,2,9,2,0,1,0,0,345822544,1,9642,0,540,1,0,2,1,33000
321,139,2,24,2,0,1,1,0,345820958,1,10535,0,2033,1,0,0,1,38500
322,340,2,28,2,0,1,0,0,345821908,0,5280,0,2073,1,0,3,1,39600
