,var3,var15,imp_ent_var16_ult1,imp_op_var39_comer_ult1,imp_op_var39_comer_ult3,imp_op_var40_comer_ult1,imp_op_var40_comer_ult3,imp_op_var40_efect_ult3,imp_op_var40_ult1,imp_op_var41_comer_ult1,imp_op_var41_comer_ult3,imp_op_var41_efect_ult1,imp_op_var41_efect_ult3,imp_op_var41_ult1,imp_op_var39_efect_ult1,imp_op_var39_efect_ult3,imp_op_var39_ult1,ind_var1_0,ind_var1,ind_var5_0,ind_var5,ind_var8_0,ind_var8,ind_var12_0,ind_var12
34,2,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
35,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
36,2,39,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
37,2,39,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
38,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
39,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
40,2,50,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
41,2,22,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
42,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
43,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
44,2,62,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
45,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
46,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
47,2,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
48,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
49,2,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
50,2,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,1,1
51,2,22,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
52,2,64,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
53,178,76,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0
54,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
55,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
56,2,40,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
57,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
58,2,31,0,59.1,59.1,0.0,0.0,0,0.0,59.1,59.1,60,60,119.1,60,60,119.1,0,0,1,1,0,0,0,0
59,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
60,2,38,0,477.06,618.36,0.0,0.0,0,0.0,477.06,618.36,660,660,1137.06,660,660,1137.06,0,0,1,1,0,0,0,0
61,2,41,525,353.97,390.81,0.0,0.0,0,0.0,353.97,390.81,0,0,353.97,0,0,353.97,0,0,1,1,0,0,1,0
62,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
63,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
64,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
65,2,56,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
66,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
67,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
68,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
69,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
70,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
71,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0
72,2,35,0,808.95,1132.98,0.0,0.0,0,0.0,808.95,1132.98,150,300,958.95,150,300,958.95,0,0,0,0,0,0,0,0
73,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
74,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
75,2,51,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,1
76,2,72,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
77,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
78,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
79,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
80,2,45,0,26.97,184.47,0.0,0.0,0,0.0,26.97,184.47,0,0,26.97,0,0,26.97,0,0,1,1,0,0,0,0
81,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
82,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
83,2,36,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0
84,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
85,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
86,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
87,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,270,270,270.0,270,270,270.0,0,0,1,1,0,0,0,0
88,2,44,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
89,2,68,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
90,0,5,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1
91,2,25,3000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
92,2,25,24,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
93,2,72,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1800,1860,1800.0,1800,1860,1800.0,0,0,1,1,0,0,0,0
94,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
95,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
96,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,60,60,60.0,60,60,60.0,0,0,1,0,0,0,0,0
97,2,56,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
98,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
99,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
100,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
101,2,33,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
102,2,23,30,25.2,25.2,0.0,0.0,0,0.0,25.2,25.2,0,0,25.2,0,0,25.2,0,0,1,1,0,0,0,0
103,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
104,2,77,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
105,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
106,2,29,0,0.0,126.6,0.0,0.0,0,0.0,0.0,126.6,0,150,0.0,0,150,0.0,0,0,1,1,0,0,0,0
107,2,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
108,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
109,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
110,2,45,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
111,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
112,2,40,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
113,2,76,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,1
114,2,37,0,1693.56,2017.92,0.0,0.0,0,0.0,1693.56,2017.92,0,0,1693.56,0,0,1693.56,0,0,1,1,0,0,0,0
115,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
116,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
117,2,55,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0
118,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
119,8,54,0,2142.78,3444.42,0.0,0.0,0,0.0,2142.78,3444.42,0,0,2310.93,0,0,2310.93,0,0,1,1,0,0,0,0
120,2,35,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
121,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
122,2,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
123,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
124,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
125,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
126,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
127,3,31,0,828.18,2320.65,828.18,2320.65,0,828.18,0.0,0.0,0,0,0.0,0,0,828.18,1,1,0,0,0,0,0,0
128,2,41,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
129,2,28,450,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
130,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
131,2,63,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
132,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
133,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
134,2,43,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
135,2,45,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,1
136,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
137,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
138,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
139,2,32,0,534.0,534.0,0.0,0.0,0,0.0,534.0,534.0,600,600,1134.0,600,600,1134.0,0,0,1,1,0,0,0,0
140,2,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
141,2,36,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
142,2,36,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,1,0
143,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
144,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
145,2,34,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
146,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
147,2,55,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
148,2,80,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
149,2,37,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
150,2,51,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
151,2,29,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
152,2,31,0,224.43,391.56,0.0,0.0,0,0.0,224.43,391.56,120,420,344.43,120,420,344.43,0,0,1,1,0,0,0,0
153,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,60,60,60.0,60,60,60.0,0,0,1,1,0,0,0,0
154,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
155,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
156,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
157,2,55,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
158,2,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0
159,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
160,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
161,2,31,0,97.59,97.59,0.0,0.0,0,0.0,97.59,97.59,0,0,97.59,0,0,97.59,0,0,1,1,0,0,0,0
162,2,31,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
163,2,62,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
164,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
165,4,56,0,836.34,1969.35,0.0,0.0,0,0.0,836.34,1969.35,0,0,836.34,0,0,836.34,0,0,1,1,0,0,0,0
166,2,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
167,2,24,120,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,240,240,240.0,240,240,240.0,0,0,1,1,0,0,0,0
168,2,29,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
169,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
170,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
171,2,32,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
172,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0
173,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
174,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
175,2,23,0,11.4,11.4,0.0,0.0,0,0.0,11.4,11.4,0,0,11.4,0,0,11.4,0,0,1,1,0,0,0,0
176,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
177,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
178,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
179,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
180,2,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
181,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
182,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
183,2,36,0,229.5,268.5,0.0,0.0,0,0.0,229.5,268.5,0,60,229.5,0,60,229.5,0,0,1,1,0,0,0,0
184,2,22,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
185,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
186,2,61,0,759.18,759.18,0.0,0.0,0,0.0,759.18,759.18,810,810,1569.18,810,810,1569.18,0,0,1,1,0,0,0,0
187,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0
188,2,32,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
189,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
190,2,31,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0
