,ID,var3,var15,imp_ent_var16_ult1,imp_op_var39_comer_ult1,imp_op_var39_comer_ult3,imp_op_var40_comer_ult1,imp_op_var40_comer_ult3,imp_op_var40_efect_ult3,imp_op_var40_ult1,imp_op_var41_comer_ult1,imp_op_var41_comer_ult3,imp_op_var41_efect_ult1,imp_op_var41_efect_ult3,imp_op_var41_ult1,imp_op_var39_efect_ult1,imp_op_var39_efect_ult3,imp_op_var39_ult1,ind_var1_0,ind_var1,ind_var5_0,ind_var5,ind_var8_0,ind_var8,ind_var12_0,ind_var12,Unnamed: 33
54,125,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
55,127,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
56,130,2,40,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
57,131,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
58,132,2,31,0,59.1,59.1,0.0,0.0,0,0.0,59.1,59.1,60,60,119.1,60,60,119.1,0,0,1,1,0,0,0,0,1
59,134,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
60,135,2,38,0,477.06,618.36,0.0,0.0,0,0.0,477.06,618.36,660,660,1137.06,660,660,1137.06,0,0,1,1,0,0,0,0,1
61,136,2,41,525,353.97,390.81,0.0,0.0,0,0.0,353.97,390.81,0,0,353.97,0,0,353.97,0,0,1,1,0,0,1,0,1
62,137,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
63,139,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
64,140,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
65,141,2,56,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
66,142,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
67,143,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
68,144,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
69,145,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
70,146,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
71,148,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,1
72,150,2,35,0,808.95,1132.98,0.0,0.0,0,0.0,808.95,1132.98,150,300,958.95,150,300,958.95,0,0,0,0,0,0,0,0,1
73,151,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
74,152,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
75,153,2,51,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,1,1
76,154,2,72,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
77,155,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
78,156,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
79,157,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
80,159,2,45,0,26.97,184.47,0.0,0.0,0,0.0,26.97,184.47,0,0,26.97,0,0,26.97,0,0,1,1,0,0,0,0,1
81,161,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
82,162,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
83,163,2,36,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0,1
84,165,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
85,166,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
86,169,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
87,170,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,270,270,270.0,270,270,270.0,0,0,1,1,0,0,0,0,1
88,171,2,44,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
89,172,2,68,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
90,173,0,5,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,1,1
91,175,2,25,3000,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
92,176,2,25,24,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
93,177,2,72,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1800,1860,1800.0,1800,1860,1800.0,0,0,1,1,0,0,0,0,1
94,178,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
95,179,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
96,180,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,60,60,60.0,60,60,60.0,0,0,1,0,0,0,0,0,1
97,182,2,56,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
98,183,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
99,184,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
100,186,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
101,188,2,33,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
102,191,2,23,30,25.2,25.2,0.0,0.0,0,0.0,25.2,25.2,0,0,25.2,0,0,25.2,0,0,1,1,0,0,0,0,1
103,200,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
104,202,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
105,203,2,45,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
106,204,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
107,206,2,40,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
108,207,2,76,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,1,1
109,209,2,37,0,1693.56,2017.92,0.0,0.0,0,0.0,1693.56,2017.92,0,0,1693.56,0,0,1693.56,0,0,1,1,0,0,0,0,1
110,210,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
111,212,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
112,213,2,55,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,1
113,214,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
114,215,8,54,0,2142.78,3444.42,0.0,0.0,0,0.0,2142.78,3444.42,0,0,2310.93,0,0,2310.93,0,0,1,1,0,0,0,0,1
115,217,2,35,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
116,218,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
117,220,2,42,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
118,221,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
119,222,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
120,225,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
121,227,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
122,228,3,31,0,828.18,2320.65,828.18,2320.65,0,828.18,0.0,0.0,0,0,0.0,0,0,828.18,1,1,0,0,0,0,0,0,1
123,231,2,41,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
124,232,2,28,450,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
125,233,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
126,234,2,63,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
127,235,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
128,236,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
129,239,2,43,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
130,241,2,45,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,1,1
131,242,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
132,244,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
133,252,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
134,253,2,32,0,534.0,534.0,0.0,0.0,0,0.0,534.0,534.0,600,600,1134.0,600,600,1134.0,0,0,1,1,0,0,0,0,1
135,254,2,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
136,258,2,36,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
137,259,2,36,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,1,0,1
138,262,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
139,265,2,28,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
140,266,2,34,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
141,269,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
142,270,2,55,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
143,271,2,80,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
144,273,2,37,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
145,276,2,51,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
146,279,2,29,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
147,285,2,31,0,224.43,391.56,0.0,0.0,0,0.0,224.43,391.56,120,420,344.43,120,420,344.43,0,0,1,1,0,0,0,0,1
148,287,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,60,60,60.0,60,60,60.0,0,0,1,1,0,0,0,0,1
149,288,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
150,289,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
151,292,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
152,294,2,55,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
153,296,2,60,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0,1
154,299,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
155,301,2,26,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
156,302,2,31,0,97.59,97.59,0.0,0.0,0,0.0,97.59,97.59,0,0,97.59,0,0,97.59,0,0,1,1,0,0,0,0,1
157,303,2,31,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
158,306,2,62,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
159,307,2,27,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
160,311,4,56,0,836.34,1969.35,0.0,0.0,0,0.0,836.34,1969.35,0,0,836.34,0,0,836.34,0,0,1,1,0,0,0,0,1
161,314,2,52,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
162,316,2,24,120,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,240,240,240.0,240,240,240.0,0,0,1,1,0,0,0,0,1
163,319,2,29,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
164,320,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
165,322,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
166,324,2,32,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
167,332,2,38,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,1,0,1
168,333,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
169,340,2,24,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
170,342,2,23,0,11.4,11.4,0.0,0.0,0,0.0,11.4,11.4,0,0,11.4,0,0,11.4,0,0,1,1,0,0,0,0,1
171,344,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
172,345,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
173,347,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
174,349,2,23,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
175,353,2,57,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
176,354,2,25,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,0,0,0,1
177,355,2,30,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
178,356,2,36,0,229.5,268.5,0.0,0.0,0,0.0,229.5,268.5,0,60,229.5,0,60,229.5,0,0,1,1,0,0,0,0,1
179,359,2,22,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,1,1,0,0,0,0,1
